CoI	3109.51
FeIII	3109.59
ArII	3109.75
TiII	3109.92
CoI	3110.02
FeIII	3110.05
V II	3110.07
TiII	3110.1
CeII	3110.28
CeIII	3110.52
ZrII	3110.52
TiII	3110.62
Y II	3110.65
V II	3110.71
CoI	3110.82
FeIII	3110.85
CrI	3110.86
HfII	3110.87
ZrII	3110.87
ZrII	3111.15
TiI	3111.28
CoI	3111.34
FeIII	3111.61
FeI	3111.69
CrII	3111.95
Y II	3112.05
TiII	3112.05
FeI	3112.08
MoI	3112.13
CeII	3112.2
TiI	3112.48
LaII	3112.63
CrII	3112.81
V I	3112.93
GdII	3113.17
FeI	3113.31
CoI	3113.47
ZrI	3113.5
V II	3113.56
F III	3113.58
CrII	3113.59
FeI	3113.67
O II	3113.71
PdI	3114.05
TiI	3114.09
CoI	3114.12
NiI	3114.12
FeII	3114.3
Y II	3114.45
FeII	3114.68
TiII	3115.09
V II	3115.16
NdII	3115.17
CrII	3115.28
FeII	3115.35
MnI	3115.47
FeII	3115.49
CrI	3115.51
CrII	3115.65
F III	3115.67
O III	3115.73
ZrII	3115.73
V II	3116.02
V II	3116.11
NdII	3116.14
FeI	3116.25
FeI	3116.39
FeII	3116.59
FeI	3116.63
NiI	3116.71
CrII	3116.76
V II	3116.78
HfII	3116.95
NiVII	3117.1
CrII	3117.28
TiI	3117.46
FeII	3117.51
FeI	3117.63
CaI	3117.66
TiII	3117.67
S IV	3117.75
TiI	3117.9
GdII	3117.97
NeII	3118.02
TiI	3118.13
CrII	3118.14
CoI	3118.25
ClIV	3118.3
V II	3118.38
NiI	3118.56
GdII	3118.6
CoI	3118.64
CrII	3118.65
FeII	3118.74
FeIII	3118.75
TiII	3118.82
FeI	3119.04
GdII	3119.08
CrI	3119.25
V II	3119.32
GdII	3119.34
FeI	3119.5
AsI	3119.6
CaIII	3119.66
FeII	3119.66
CrI	3119.71
TiI	3119.73
TiII	3119.8
ClII	3119.82
RhII	3119.84
GdII	3119.94
FeII	3120.02
FeI	3120.03
FeIII	3120.03
CoI	3120.1
GdII	3120.18
FeIII	3120.24
CrII	3120.37
FeI	3120.44
ZrII	3120.72
V II	3120.73
ZrI	3120.74
FeIII	3120.84
CrII	3121.05
FeIII	3121.08
V II	3121.14
CoI	3121.42
F III	3121.52
CeIII	3121.55
CoI	3121.57
TiII	3121.6
ClII	3121.62
O III	3121.71
V I	3121.75
FeI	3121.76
GdII	3121.76
CrII	3121.84
CrII	3121.97
TiII	3122.07
ScII	3122.54
CrII	3122.6
ZrII	3122.61
O II	3122.62
FeI	3122.67
AuI	3122.78
V II	3122.87
ScII	3122.95
TiI	3123.07
FeIII	3123.18
CaII	3123.29
FeI	3123.35
FeII	3123.72
ClII	3123.72
TiI	3123.77
GdII	3123.99
O II	3124.02
FeI	3124.08
FeII	3124.18
GdII	3124.25
F III	3124.76
GeI	3124.82
CrII	3124.98
V II	3125.01
CrII	3125.02
FeI	3125.03
CaII	3125.15
ZrII	3125.21
V II	3125.28
CrII	3125.46
TiI	3125.55
FeI	3125.65
TiI	3125.66
HgI	3125.67
FeI	3125.68
CrII	3125.79
ZrII	3125.92
ScII	3126.02
